language,BCP-47 code,ISO 639-3 code
Xwela Gbe,NaN,xwe
Kwegu,NaN,xwg
Wangkumara,NaN,xwk
Western Xwla Gbe,NaN,xwl
Kwerba Mamberamo,NaN,xwr
Wotjobaluk,NaN,xwt
Wemba Wemba,NaN,xww
Boro (Ghana),NaN,xxb
Ke'o,NaN,xxk
Minkin,NaN,xxm
Koropó,NaN,xxr
Tambora,NaN,xxt
Yaygir,NaN,xya
Yandjibara,NaN,xyb
Mayi-Yapi,NaN,xyj
Mayi-Kulan,NaN,xyk
Mayi-Thakurti,NaN,xyt
Yorta Yorta,NaN,xyy
Zhang-Zhung,NaN,xzh
Yaminahua,NaN,yaa
Yuhup,NaN,yab
Pass Valley Yali,NaN,yac
Yagua,NaN,yad
Pumé,NaN,yae
Yaka (Democratic Republic of Congo),NaN,yaf
Yámana,NaN,yag
Yazgulyam,NaN,yah
Yagnobi,NaN,yai
Banda-Yangere,NaN,yaj
Yakama,NaN,yak
Yalunka,NaN,yal
Yamba,NaN,yam
Mayangna,NaN,yan
Yao,NaN,yao
Yapese,NaN,yap
Yaqui,NaN,yaq
Yabarana,NaN,yar
Nugunu,NaN,yas
Yambeta,NaN,yat
Yuwana,NaN,yau
Yangben,NaN,yav
Yawalapití,NaN,yaw
Agwagwune,NaN,yay
Lokaa,NaN,yaz
Yala,NaN,yba
Yemba,NaN,ybb
West Yugur,NaN,ybe
Yakha,NaN,ybh
Yamphu,NaN,ybi
Hasha,NaN,ybj
Bokha,NaN,ybk
Yukuben,NaN,ybl
Yaben,NaN,ybm
Yabaâna,NaN,ybn
Yabong,NaN,ybo
Yawiyo,NaN,ybx
Yaweyuha,NaN,yby
Chesu,NaN,ych
Lolopo,NaN,ycl
Yucuna,NaN,ycn
Chepya,NaN,ycp
Yanda,NaN,yda
Yangum Dey,NaN,yde
Yidgha,NaN,ydg
Yoidik,NaN,ydk
Ravula,NaN,yea
Yimas,NaN,yee
Yeni,NaN,yei
Yevanic,NaN,yej
Yela,NaN,yel
Tarok,NaN,yer
Nyankpa,NaN,yes
Yetfa,NaN,yet
Yerukula,NaN,yeu
Yapunda,NaN,yev
Yeyi,NaN,yey
Malyangapa,NaN,yga
Yangum Gel,NaN,ygl
Yagomi,NaN,ygm
Gepo,NaN,ygp
Yagaria,NaN,ygr
Yagwoia,NaN,ygw
Baha Buyang,NaN,yha
Judeo-Iraqi Arabic,NaN,yhd
Hlepho Phowa,NaN,yhl
Yinggarda,NaN,yia
Ache,NaN,yif
Wusa Nasu,NaN,yig
Western Yiddish,NaN,yih
Yidiny,NaN,yii
Yindjibarndi,NaN,yij
Dongshanba Lalo,NaN,yik
Yindjilandji,NaN,yil
Yimchungru Naga,NaN,yim
Yinchia,NaN,yin
Pholo,NaN,yip
Miqie,NaN,yiq
North Awyu,NaN,yir
Yis,NaN,yis
Eastern Lalu,NaN,yit
Awu,NaN,yiu
Northern Nisu,NaN,yiv
Axi Yi,NaN,yix
Azhe,NaN,yiz
Yakan,NaN,yka
Northern Yukaghir,NaN,ykg
Yoke,NaN,yki
Yakaikeke,NaN,ykk
Khlula,NaN,ykl
Kap,NaN,ykm
Kua-nsi,NaN,ykn
Yasa,NaN,yko
Yekora,NaN,ykr
Kathu,NaN,ykt
Kuamasi,NaN,yku
Yakoma,NaN,yky
Yaul,NaN,yla
Yele,NaN,yle
Yelogu,NaN,ylg
"Yali, Angguruk",NaN,yli
Yil,NaN,yll
Limi,NaN,ylm
Langnian Buyang,NaN,yln
Naluo Yi,NaN,ylo
Yalarnnga,NaN,ylr
Aribwaung,NaN,ylu
Nyelâyu,NaN,yly
Yambes,NaN,ymb
Southern Muji,NaN,ymc
Muda,NaN,ymd
Yameo,NaN,yme
Mili,NaN,ymh
Moji,NaN,ymi
Makwe,NaN,ymk
Iamalele,NaN,yml
Maay,NaN,ymm
Yamna,NaN,ymn
Yangum Mon,NaN,ymo
Yamap,NaN,ymp
Qila Muji,NaN,ymq
Malasar,NaN,ymr
Northern Muji,NaN,ymx
Muzi,NaN,ymz
Aluo,NaN,yna
Yandruwandha,NaN,ynd
Yango,NaN,yng
Naukan Yupik,NaN,ynk
Yangulam,NaN,ynl
Yana,NaN,ynn
Yong,NaN,yno
Yendang,NaN,ynq
Yansi,NaN,yns
Yahuna,NaN,ynu
Yoba,NaN,yob
Yogad,NaN,yog
Yonaguni,NaN,yoi
Yokuts,NaN,yok
Yombe,NaN,yom
Yongkom,NaN,yon
Yoruba,yor_Latn,yor
Yotti,NaN,yot
Yoron,NaN,yox
Yoy,NaN,yoy
Phala,NaN,ypa
Labo Phowa,NaN,ypb
Phola,NaN,ypg
Phupha,NaN,yph
Phuma,NaN,ypm
Ani Phowa,NaN,ypn
Alo Phola,NaN,ypo
Phupa,NaN,ypp
Phuza,NaN,ypz
Yerakai,NaN,yra
Yareba,NaN,yrb
Yaouré,NaN,yre
Nenets,NaN,yrk
Nhengatu,NaN,yrl
Yerong,NaN,yrn
Yaroamë,NaN,yro
Yarawata,NaN,yrw
Yarluyandi,NaN,yry
Samatao,NaN,ysd
Sonaga,NaN,ysg
Sani,NaN,ysn
Nisi (China),NaN,yso
Sirenik Yupik,NaN,ysr
Yessan-Mayo,NaN,yss
Sanie,NaN,ysy
Talu,NaN,yta
Tanglang,NaN,ytl
Thopho,NaN,ytp
Yout Wam,NaN,ytw
"Maya, Yucatec",NaN,yua
Yugambal,NaN,yub
Yuchi,NaN,yuc
Judeo-Tripolitanian Arabic,NaN,yud
Cantonese,NaN,yue
"Chinese, Yue",NaN,yue-script_traditional
Havasupai-Walapai-Yavapai,NaN,yuf
Yug,NaN,yug
Yurutí,NaN,yui
Karkar-Yuri,NaN,yuj
Yuki,NaN,yuk
Yulu,NaN,yul
Quechan,NaN,yum
Bena (Nigeria),NaN,yun
Yukpa,NaN,yup
Yuqui,NaN,yuq
Yurok,NaN,yur
Yopno,NaN,yut
Yau (Morobe Province),NaN,yuw
Southern Yukaghir,NaN,yux
East Yugur,NaN,yuy
Yuracare,NaN,yuz
Yawa,NaN,yva
Yavitero,NaN,yvt
Kalou,NaN,ywa
Yinhawangka,NaN,ywg
Western Lalu,NaN,ywl
Yawanawa,NaN,ywn
Wuding-Luquan Yi,NaN,ywq
Yawuru,NaN,ywr
Xishanba Lalo,NaN,ywt
Wumeng Nasu,NaN,ywu
Yawarawarga,NaN,yww
Yagara,NaN,yxg
Yardliyawarra,NaN,yxl
Yinwum,NaN,yxm
Yabula Yabula,NaN,yxy
Yir Yoront,NaN,yyr
Yau (Sandaun Province),NaN,yyu
Ayizi,NaN,yyz
E'ma Buyang,NaN,yzg
Zokhuo,NaN,yzk
"Zapotec, Sierra de Juárez",NaN,zaa
"Zapotec, Western Tlacolula Valley",NaN,zab
"Zapotec, Ocotlán",NaN,zac
"Zapotec, Cajonos",NaN,zad
"Zapotec, Yareni",NaN,zae
Ayoquesco Zapotec,NaN,zaf
Zaghawa,NaN,zag
Zangwal,NaN,zah
"Zapotec, Isthmus",NaN,zai
Zaramo,NaN,zaj
Zanaki,NaN,zak
Zauzou,NaN,zal
"Zapotec, Miahuatlán",NaN,zam
"Zapotec, Ozolotepec",NaN,zao
"Zapotec, Aloápam",NaN,zaq
"Zapotec, Rincón",NaN,zar
"Zapotec, Santo Domingo Albarradas",NaN,zas
Tabaa Zapotec,NaN,zat
Zangskari,NaN,zau
"Zapotec, Yatzachi",NaN,zav
"Zapotec, Mitla",NaN,zaw
Xadani Zapotec,NaN,zax
Zayse-Zergulla,NaN,zay
Zari,NaN,zaz
Central Berawan,NaN,zbc
East Berawan,NaN,zbe
Batui,NaN,zbt
Bu (Bauchi State),NaN,zbu
West Berawan,NaN,zbw
"Zapotec, Coatecas Altas",NaN,zca
Central Hongshuihe Zhuang,NaN,zch
Ngazidja Comorian,NaN,zdj
Zeeuws,NaN,zea
Zenag,NaN,zeg
Eastern Hongshuihe Zhuang,NaN,zeh
Zenaga,NaN,zen
Kinga,NaN,zga
Guibei Zhuang,NaN,zgb
Minz Zhuang,NaN,zgm
Guibian Zhuang,NaN,zgn
Magori,NaN,zgr
Zhaba,NaN,zhb
Dai Zhuang,NaN,zhd
Zhire,NaN,zhi
Nong Zhuang,NaN,zhn
Zhoa,NaN,zhw
Zia,NaN,zia
Zimakani,NaN,zik
Zialo,NaN,zil
Mesme,NaN,zim
Zinza,NaN,zin
Zigula,NaN,ziw
Zizilivakan,NaN,ziz
Kaimbulawa,NaN,zka
Karankawa,NaN,zkk
Kott,NaN,zko
São Paulo Kaingáng,NaN,zkp
Zakhring,NaN,zkr
Kitan,NaN,zkt
Kaurna,NaN,zku
Zula,NaN,zla
Liujiang Zhuang,NaN,zlj
Malay,NaN,zlm
Colloquial Malay,NaN,zlm
Lianshan Zhuang,NaN,zln
Liuqian Zhuang,NaN,zlq
Manda (Australia),NaN,zma
Zimba,NaN,zmb
Margany,NaN,zmc
Maridan,NaN,zmd
Mangerr,NaN,zme
Mfinu,NaN,zmf
Marti Ke,NaN,zmg
Makolkol,NaN,zmh
Negeri Sembilan Malay,NaN,zmi
Maridjabin,NaN,zmj
Mandandanyi,NaN,zmk
Matngala,NaN,zml
Marramaninyshi,NaN,zmm
Mbangwe,NaN,zmn
Molo,NaN,zmo
Mpuono,NaN,zmp
Mituku,NaN,zmq
Maranunggu,NaN,zmr
Mbesa,NaN,zms
Maringarr,NaN,zmt
Muruwari,NaN,zmu
Mbariman-Gudhinma,NaN,zmv
Mbo (Democratic Republic of Congo),NaN,zmw
Bomitaba,NaN,zmx
Mariyedi,NaN,zmy
Mbandja,NaN,zmz
Zan Gula,NaN,zna
Zande,NaN,zne
Mang,NaN,zng
Mangas,NaN,zns
Copainalá Zoque,NaN,zoc
Chimalapa Zoque,NaN,zoh
Zou,NaN,zom
Asunción Mixtepec Zapotec,NaN,zoo
Tabasco Zoque,NaN,zoq
Rayón Zoque,NaN,zor
"Zoque, Francisco León",NaN,zos
Lachiguiri Zapotec,NaN,zpa
Yautepec Zapotec,NaN,zpb
"Zapotec, Choapan",NaN,zpc
Southeastern Ixtlán Zapotec,NaN,zpd
Petapa Zapotec,NaN,zpe
San Pedro Quiatoni Zapotec,NaN,zpf
"Zapotec, Guevea de Humboldt",NaN,zpg
Totomachapan Zapotec,NaN,zph
"Zapotec, Santa María Quiegolani",NaN,zpi
Quiavicuzas Zapotec,NaN,zpj
Tlacolulita Zapotec,NaN,zpk
"Zapotec, Lachixío",NaN,zpl
"Zapotec, Mixtepec",NaN,zpm
Santa Inés Yatzechi Zapotec,NaN,zpn
"Zapotec, Amatlán",NaN,zpo
El Alto Zapotec,NaN,zpp
Zoogocho Zapotec,NaN,zpq
Santiago Xanica Zapotec,NaN,zpr
Coatlán Zapotec,NaN,zps
"Zapotec, San Vicente Coatlán",NaN,zpt
"Zapotec, Yalálag",NaN,zpu
Chichicapan Zapotec,NaN,zpv
Zaniza Zapotec,NaN,zpw
San Baltazar Loxicha Zapotec,NaN,zpx
Mazaltepec Zapotec,NaN,zpy
"Zapotec, Texmelucan",NaN,zpz
Qiubei Zhuang,NaN,zqe
Zerenkel,NaN,zrn
Záparo,NaN,zro
Mairasi,NaN,zrs
Sarasira,NaN,zsa
Standard Malay,zsm_Latn,zsm
Southern Rincon Zapotec,NaN,zsr
Sukurum,NaN,zsu
Elotepec Zapotec,NaN,zte
Xanaguía Zapotec,NaN,ztg
Lapaguía-Guivini Zapotec,NaN,ztl
San Agustín Mixtepec Zapotec,NaN,ztm
Santa Catarina Albarradas Zapotec,NaN,ztn
Loxicha Zapotec,NaN,ztp
"Zapotec, Quioquitani-Quierí",NaN,ztq
Tilquiapan Zapotec,NaN,zts
Tejalapan Zapotec,NaN,ztt
Güilá Zapotec,NaN,ztu
Zaachila Zapotec,NaN,ztx
"Zapotec, Yatee",NaN,zty
Zeem,NaN,zua
Tokano,NaN,zuh
Zulu,zul_Latn,zul
Kumzari,NaN,zum
Zuni,NaN,zun
Zumaya,NaN,zuy
Zay,NaN,zwa
"Zhuang, Yongbei",NaN,zyb
Yang Zhuang,NaN,zyg
Youjiang Zhuang,NaN,zyj
Yongnan Zhuang,NaN,zyn
"Chin, Zyphe",NaN,zyp
Zaza,NaN,zza
Zuojiang Zhuang,NaN,zzj
"Chinese, Min Nan",NaN,nan
Acehnese (Arabic script),ace_Arab,
Acehnese (Latin script),ace_Latn,
Mesopotamian Arabic,acm_Arab,acm
Ta’izzi-Adeni Arabic,acq_Arab,
Tunisian Arabic,aeb_Arab,aeb
South Levantine Arabic,ajp_Arab,ajp
North Levantine Arabic,apc_Arab,apc
Modern Standard Arabic (Romanized),arb_Latn,
Najdi Arabic,ars_Arab,ars
Central Aymara,ayr_Latn,
South Azerbaijani,azb_Arab,
Bashkir,bak_Cyrl,
Bambara,bam_Latn,
Balinese,ban_Latn,
Banjar (Arabic script),bjn_Arab,
Banjar (Latin script),bjn_Latn,
Standard Tibetan,bod_Tibt,
Buginese,bug_Latn,bug
Chokwe,cjk_Latn,cjk
Southwestern Dinka,dik_Latn,
Dyula,dyu_Latn,
Ewe,ewe_Latn,
Friulian,fur_Latn,fur
Scottish Gaelic,gla_Latn,gla
Kabyle,kab_Latn,
Kashmiri (Arabic script),kas_Arab,
Kashmiri (Devanagari script),kas_Deva,
Central Kanuri (Arabic script),knc_Arab,
Central Kanuri (Latin script),knc_Latn,
Kikuyu,kik_Latn,
Kimbundu,kmb_Latn,kmb
Northern Kurdish,kmr_Latn,kmr
Kikongo,kon_Latn,
Ligurian,lij_Latn,lij
Limburgish,lim_Latn,lim
Lombard,lmo_Latn,lmo
Latgalian,ltg_Latn,
Luba-Kasai,lua_Latn,
Mizo,lus_Latn,
Minangkabau (Arabic script),min_Arab,
Minangkabau (Latin script),min_Latn,
Plateau Malagasy,plt_Latn,plt
Meitei (Bengali script),mni_Beng,
Mossi,mos_Latn,
Northern Sotho,nso_Latn,
Eastern Panjabi,pan_Guru,
Papiamento,pap_Latn,
Dari,prs_Arab,prs
Ayacucho Quechua,quy_Latn,
Sanskrit,san_Deva,san
Santali,sat_Olck,
Sicilian,scn_Latn,scn
Sinhala,sin_Sinh,
Southern Sotho,sot_Latn,sot
Tosk Albanian,als_Latn,als
Sardinian,srd_Latn,
Swati,ssw_Latn,ssw
Sundanese,sun_Latn,
Silesian,szl_Latn,szl
Tigrinya,tir_Ethi,
Tamasheq (Latin script),taq_Latn,
Tamasheq (Tifinagh script),taq_Tfng,
Tswana,tsn_Latn,
Tumbuka,tum_Latn,tum
Twi,twi_Latn,
Central Atlas Tamazight,tzm_Tfng,tzm
Venetian,vec_Latn,vec
Waray,war_Latn,
Eastern Yiddish,ydd_Hebr,ydd
Yue Chinese,yue_Hant,
Chinese (Simplified),zho_Hans,
Chinese (Traditional),zho_Hant,
